0, 1, 1, 0, 0, 0, 0, 
1, 1, 1, 0.1388, 0, 0, 0, 
2, 1, 1, 0.44835, 0, 0, 0, 
3, 1, 1, 0.7447, 0, 0, 0, 
4, 1, 1, 0.91185, 0, 0, 0, 
5, 1, 1, 0.97665, 0, 0, 0, 
6, 1, 1, 0.99545, 0, 0, 0, 
7, 1, 1, 0.99935, 0, 0, 0, 
8, 1, 1, 0.99985, 0, 0, 0, 
9, 1, 1, 1, 5e-05, 0, 0, 
10, 1, 1, 1, 0.0001, 0, 0, 
11, 1, 1, 1, 0.0001, 0, 0, 
12, 1, 1, 1, 0.00015, 0, 0, 
13, 1, 1, 1, 0.00015, 0, 0, 
14, 1, 1, 1, 0.0003, 0, 0, 
15, 1, 1, 1, 0.0003, 0, 0, 
16, 1, 1, 1, 0.0004, 0, 0, 
17, 1, 1, 1, 0.00055, 0, 0, 
18, 1, 1, 1, 0.00075, 0, 0, 
19, 1, 1, 1, 0.00085, 0, 0, 
20, 1, 1, 1, 0.00105, 0, 0, 
21, 1, 1, 1, 0.0014, 0, 0, 
22, 1, 1, 1, 0.0018, 0, 0, 
23, 1, 1, 1, 0.00245, 0, 0, 
24, 1, 1, 1, 0.003, 0, 0, 
25, 1, 1, 1, 0.00365, 0, 0, 
26, 1, 1, 1, 0.0048, 0, 0, 
27, 1, 1, 1, 0.00605, 0, 0, 
28, 1, 1, 1, 0.0077, 0, 0, 
29, 1, 1, 1, 0.00945, 0, 0, 
30, 1, 1, 1, 0.0119, 5e-05, 0, 
31, 1, 1, 1, 0.01415, 5e-05, 0, 
32, 1, 1, 1, 0.0175, 5e-05, 0, 
33, 1, 1, 1, 0.0217, 5e-05, 0, 
34, 1, 1, 1, 0.0273, 5e-05, 0, 
35, 1, 1, 1, 0.03375, 5e-05, 0, 
36, 1, 1, 1, 0.0417, 0.0001, 0, 
37, 1, 1, 1, 0.05025, 0.00015, 0, 
38, 1, 1, 1, 0.061, 0.00025, 0, 
39, 1, 1, 1, 0.0751, 0.00035, 0, 
40, 1, 1, 1, 0.0916, 0.00045, 0, 
41, 1, 1, 1, 0.11335, 0.0007, 0, 
42, 1, 1, 1, 0.1368, 0.00085, 0, 
43, 1, 1, 1, 0.1657, 0.00115, 0, 
44, 1, 1, 1, 0.1983, 0.0013, 0, 
45, 1, 1, 1, 0.23585, 0.00165, 0, 
46, 1, 1, 1, 0.28025, 0.0022, 0, 
47, 1, 1, 1, 0.32795, 0.0027, 0, 
48, 1, 1, 1, 0.3835, 0.00355, 0, 
49, 1, 1, 1, 0.44565, 0.0045, 0, 
50, 1, 1, 1, 0.51195, 0.00605, 0, 
51, 1, 1, 1, 0.5832, 0.00755, 0, 
52, 1, 1, 1, 0.6552, 0.0098, 0, 
53, 1, 1, 1, 0.7247, 0.0124, 0, 
54, 1, 1, 1, 0.7933, 0.01545, 0, 
55, 1, 1, 1, 0.85035, 0.0185, 0, 
56, 1, 1, 1, 0.9006, 0.02215, 0, 
57, 1, 1, 1, 0.9383, 0.0272, 0, 
58, 1, 1, 1, 0.9645, 0.0334, 0, 
59, 1, 1, 1, 0.9812, 0.03995, 0, 
60, 1, 1, 1, 0.99045, 0.0491, 0, 
61, 1, 1, 1, 0.99575, 0.06135, 0, 
62, 1, 1, 1, 0.99875, 0.0742, 0, 
63, 1, 1, 1, 0.9994, 0.09125, 0, 
64, 1, 1, 1, 0.99995, 0.111, 0, 
65, 1, 1, 1, 1, 0.1329, 0, 
66, 1, 1, 1, 1, 0.1585, 0, 
67, 1, 1, 1, 1, 0.1915, 0, 
68, 1, 1, 1, 1, 0.2286, 5e-05, 
69, 1, 1, 1, 1, 0.27175, 5e-05, 
70, 1, 1, 1, 1, 0.32035, 5e-05, 
71, 1, 1, 1, 1, 0.3751, 5e-05, 
72, 1, 1, 1, 1, 0.4348, 0.0001, 
73, 1, 1, 1, 1, 0.49835, 0.0001, 
74, 1, 1, 1, 1, 0.567, 0.00015, 
75, 1, 1, 1, 1, 0.6377, 0.0002, 
76, 1, 1, 1, 1, 0.70945, 0.00035, 
77, 1, 1, 1, 1, 0.7796, 0.0004, 
78, 1, 1, 1, 1, 0.84085, 0.0005, 
79, 1, 1, 1, 1, 0.89055, 0.0005, 
80, 1, 1, 1, 1, 0.92975, 0.0006, 
0, 1e+08, 1, 0, 0, 0, 0, 
1, 9.99714e+07, 28557.9, 0.1621, 0, 0, 0, 
2, 9.99429e+07, 57102.5, 0.6871, 0, 0, 0, 
3, 9.99144e+07, 85640.7, 1.6712, 0, 0, 0, 
4, 9.98858e+07, 114170, 3.2109, 0, 0, 0, 
5, 9.98573e+07, 142693, 5.4334, 0, 0, 0, 
6, 9.98288e+07, 171208, 8.4745, 0, 0, 0, 
7, 9.98003e+07, 199713, 12.4956, 0, 0, 0, 
8, 9.97718e+07, 228210, 17.745, 0, 0, 0, 
9, 9.97433e+07, 256699, 24.4943, 0.0001, 0, 0, 
10, 9.97148e+07, 285178, 33.0809, 0.00015, 0, 0, 
11, 9.96863e+07, 313650, 43.9194, 0.00015, 0, 0, 
12, 9.96579e+07, 342111, 57.445, 0.00035, 0, 0, 
13, 9.96294e+07, 370566, 74.312, 0.00055, 0, 0, 
14, 9.9601e+07, 399010, 95.3522, 0.0009, 0, 0, 
15, 9.95725e+07, 427448, 121.421, 0.00095, 0, 0, 
16, 9.95441e+07, 455876, 153.435, 0.0017, 0, 0, 
17, 9.95157e+07, 484300, 192.896, 0.0022, 0, 0, 
18, 9.94872e+07, 512713, 241.478, 0.0029, 0, 0, 
19, 9.94588e+07, 541115, 301.115, 0.00355, 0, 0, 
20, 9.94304e+07, 569511, 374.326, 0.00485, 0, 0, 
21, 9.9402e+07, 597897, 464.078, 0.00695, 0, 0, 
22, 9.93737e+07, 626275, 574.013, 0.0091, 0, 0, 
23, 9.93453e+07, 654645, 708.647, 0.0127, 0, 0, 
24, 9.93169e+07, 683007, 873.356, 0.01725, 0, 0, 
25, 9.92885e+07, 711360, 1074.92, 0.0239, 0, 0, 
26, 9.92602e+07, 739703, 1321.36, 0.0326, 0, 0, 
27, 9.92319e+07, 768037, 1622.72, 0.04465, 0, 0, 
28, 9.92035e+07, 796363, 1991.21, 0.06115, 0, 0, 
29, 9.91752e+07, 824683, 2441.83, 0.08215, 0, 0, 
30, 9.91469e+07, 852993, 2992, 0.1097, 5e-05, 0, 
31, 9.91186e+07, 881298, 3664.72, 0.1453, 0.0001, 0, 
32, 9.90903e+07, 909593, 4486.88, 0.19335, 0.0001, 0, 
33, 9.9062e+07, 937879, 5491.3, 0.25665, 0.0001, 0, 
34, 9.90337e+07, 966156, 6718.3, 0.34345, 0.0001, 0, 
35, 9.90054e+07, 994424, 8217.66, 0.45465, 0.0002, 0, 
36, 9.89771e+07, 1.02269e+06, 10048.8, 0.60735, 0.00045, 0, 
37, 9.89489e+07, 1.05094e+06, 12285.6, 0.7999, 0.00095, 0, 
38, 9.89206e+07, 1.07919e+06, 15018.4, 1.06885, 0.0013, 0, 
39, 9.88923e+07, 1.10742e+06, 18356.1, 1.41405, 0.0018, 0, 
